timestamp,src_ip,dst_ip,src_port,dst_port,protocol,packet_length
2025-10-18T15:35:05.368971,192.168.0.1,239.255.255.250,55099,1900,UDP,516
2025-10-18T15:35:05.369979,192.168.0.1,239.255.255.250,55099,1900,UDP,500
2025-10-18T15:35:05.371271,192.168.0.1,239.255.255.250,55099,1900,UDP,500
2025-10-18T15:35:05.665610,192.168.0.1,239.255.255.250,55099,1900,UDP,500
2025-10-18T15:35:05.667429,192.168.0.1,239.255.255.250,55099,1900,UDP,500
2025-10-18T15:35:05.668655,192.168.0.1,239.255.255.250,55099,1900,UDP,516
2025-10-18T15:35:05.669740,192.168.0.1,239.255.255.250,55099,1900,UDP,500
2025-10-18T15:35:05.670575,192.168.0.1,239.255.255.250,55099,1900,UDP,498
2025-10-18T15:35:05.671410,192.168.0.1,239.255.255.250,55099,1900,UDP,445
2025-10-18T15:35:05.672205,192.168.0.1,239.255.255.250,55099,1900,UDP,484
2025-10-18T15:35:05.673184,192.168.0.1,239.255.255.250,55099,1900,UDP,445
2025-10-18T15:35:05.674481,192.168.0.1,239.255.255.250,55099,1900,UDP,504
2025-10-18T15:35:05.675752,192.168.0.1,239.255.255.250,55099,1900,UDP,445
2025-10-18T15:35:05.676957,192.168.0.1,239.255.255.250,55099,1900,UDP,508
2025-10-18T15:35:05.677799,192.168.0.1,239.255.255.250,55099,1900,UDP,436
2025-10-18T15:35:07.215739,192.168.0.118,104.18.39.21,53765,443,TCP,145
2025-10-18T15:35:07.225628,104.18.39.21,192.168.0.118,443,53765,TCP,54
2025-10-18T15:35:07.344824,104.18.39.21,192.168.0.118,443,53765,TCP,139
2025-10-18T15:35:07.399569,192.168.0.118,104.18.39.21,53765,443,TCP,54
2025-10-18T15:35:09.127398,4.213.25.240,192.168.0.118,443,57025,TCP,486
2025-10-18T15:35:09.129672,192.168.0.118,4.213.25.240,57025,443,TCP,132
2025-10-18T15:35:09.237250,4.213.25.240,192.168.0.118,443,57025,TCP,54
2025-10-18T15:35:10.084277,192.168.0.118,142.250.187.74,52933,443,UDP,71
2025-10-18T15:35:10.095568,142.250.187.74,192.168.0.118,443,52933,UDP,67
2025-10-18T15:35:12.263376,192.168.0.118,20.191.166.67,57554,443,TCP,82
2025-10-18T15:35:12.425321,20.191.166.67,192.168.0.118,443,57554,TCP,54
2025-10-18T15:35:15.110490,142.250.187.74,192.168.0.118,443,52933,UDP,160
2025-10-18T15:35:15.124531,192.168.0.118,142.250.187.74,52933,443,UDP,75
2025-10-18T15:35:17.125845,192.168.0.118,104.18.32.47,54021,443,TCP,1454
2025-10-18T15:35:17.127741,192.168.0.118,104.18.32.47,54021,443,TCP,1454
2025-10-18T15:35:17.129235,192.168.0.118,104.18.32.47,54021,443,TCP,1454
2025-10-18T15:35:17.130612,192.168.0.118,104.18.32.47,54021,443,TCP,1454
2025-10-18T15:35:17.132006,192.168.0.118,104.18.32.47,54021,443,TCP,1427
2025-10-18T15:35:17.133537,192.168.0.118,104.18.32.47,54021,443,TCP,93
2025-10-18T15:35:17.135044,192.168.0.118,104.18.32.47,54021,443,TCP,324
2025-10-18T15:35:17.136564,104.18.32.47,192.168.0.118,443,54021,TCP,54
2025-10-18T15:35:17.138179,104.18.32.47,192.168.0.118,443,54021,TCP,54
2025-10-18T15:35:17.141527,104.18.32.47,192.168.0.118,443,54021,TCP,54
2025-10-18T15:35:17.143261,104.18.32.47,192.168.0.118,443,54021,TCP,54
2025-10-18T15:35:17.144651,104.18.32.47,192.168.0.118,443,54021,TCP,93
2025-10-18T15:35:17.181531,192.168.0.118,104.18.32.47,54021,443,TCP,54
2025-10-18T15:35:17.823866,104.18.32.47,192.168.0.118,443,54021,TCP,381
2025-10-18T15:35:17.826908,104.18.32.47,192.168.0.118,443,54021,TCP,89
2025-10-18T15:35:17.828444,104.18.32.47,192.168.0.118,443,54021,TCP,85
2025-10-18T15:35:17.829607,192.168.0.118,104.18.32.47,54021,443,TCP,54
2025-10-18T15:35:17.830465,192.168.0.118,104.18.32.47,54021,443,TCP,89
2025-10-18T15:35:17.873318,104.18.32.47,192.168.0.118,443,54021,TCP,60
2025-10-18T15:35:18.761772,192.168.0.118,104.18.39.21,53765,443,TCP,145
2025-10-18T15:35:18.771607,104.18.39.21,192.168.0.118,443,53765,TCP,54
2025-10-18T15:35:18.876850,104.18.39.21,192.168.0.118,443,53765,TCP,139
2025-10-18T15:35:18.923415,192.168.0.118,104.18.39.21,53765,443,TCP,54
2025-10-18T15:35:19.375676,192.168.0.118,192.168.0.1,49664,53,UDP,90
2025-10-18T15:35:19.377464,192.168.0.118,192.168.0.1,63079,53,UDP,90
2025-10-18T15:35:19.378660,192.168.0.118,13.67.9.5,63725,443,TCP,888
2025-10-18T15:35:19.385082,192.168.0.1,192.168.0.118,53,49664,UDP,275
2025-10-18T15:35:19.387010,192.168.0.1,192.168.0.118,53,63079,UDP,329
2025-10-18T15:35:19.482061,13.67.9.5,192.168.0.118,443,63725,TCP,432
2025-10-18T15:35:19.529359,192.168.0.118,13.67.9.5,63725,443,TCP,54
2025-10-18T15:35:19.673426,20.191.166.67,192.168.0.118,443,57554,TCP,81
2025-10-18T15:35:19.717815,192.168.0.118,20.191.166.67,57554,443,TCP,54
2025-10-18T15:35:20.444137,192.168.0.118,20.191.166.67,57554,443,TCP,85
2025-10-18T15:35:20.605521,20.191.166.67,192.168.0.118,443,57554,TCP,54
2025-10-18T15:35:21.565148,192.168.0.118,192.168.0.1,55157,53,UDP,92
2025-10-18T15:35:21.571739,192.168.0.118,192.168.0.1,52597,53,UDP,92
2025-10-18T15:35:21.574629,192.168.0.118,51.11.192.50,65300,443,TCP,167
2025-10-18T15:35:21.576075,192.168.0.118,51.11.192.50,65300,443,TCP,93
2025-10-18T15:35:21.577665,192.168.0.118,51.11.192.50,65300,443,TCP,1213
2025-10-18T15:35:21.579804,192.168.0.1,192.168.0.118,53,55157,UDP,212
2025-10-18T15:35:21.581914,192.168.0.1,192.168.0.118,53,52597,UDP,257
2025-10-18T15:35:21.673699,51.11.192.50,192.168.0.118,443,65300,TCP,54
2025-10-18T15:35:21.675708,51.11.192.50,192.168.0.118,443,65300,TCP,93
2025-10-18T15:35:21.718167,192.168.0.118,51.11.192.50,65300,443,TCP,54
2025-10-18T15:35:21.824863,51.11.192.50,192.168.0.118,443,65300,TCP,148
2025-10-18T15:35:21.828011,192.168.0.118,51.11.192.50,65300,443,TCP,89
2025-10-18T15:35:21.982841,51.11.192.50,192.168.0.118,443,65300,TCP,54
2025-10-18T15:35:23.018031,104.18.39.21,192.168.0.118,443,53765,TCP,78
2025-10-18T15:35:23.019791,192.168.0.118,104.18.39.21,53765,443,TCP,82
2025-10-18T15:35:23.028533,104.18.39.21,192.168.0.118,443,53765,TCP,54
2025-10-18T15:35:26.770415,192.168.0.118,51.11.192.50,65300,443,TCP,167
2025-10-18T15:35:26.772695,192.168.0.118,51.11.192.50,65300,443,TCP,1494
2025-10-18T15:35:26.773945,192.168.0.118,51.11.192.50,65300,443,TCP,759
2025-10-18T15:35:26.877282,51.11.192.50,192.168.0.118,443,65300,TCP,54
2025-10-18T15:35:26.879077,51.11.192.50,192.168.0.118,443,65300,TCP,153
2025-10-18T15:35:26.880370,192.168.0.118,51.11.192.50,65300,443,TCP,89
2025-10-18T15:35:27.030428,51.11.192.50,192.168.0.118,443,65300,TCP,54
2025-10-18T15:35:30.114091,192.168.0.118,142.250.187.74,52933,443,UDP,71
2025-10-18T15:35:30.125391,142.250.187.74,192.168.0.118,443,52933,UDP,67
2025-10-18T15:35:32.241358,192.168.0.118,192.168.0.1,56276,53,UDP,92
2025-10-18T15:35:32.251874,192.168.0.1,192.168.0.118,53,56276,UDP,217
2025-10-18T15:35:32.253792,192.168.0.118,20.50.73.13,59270,443,TCP,66
2025-10-18T15:35:32.273565,192.168.0.118,51.11.192.50,65300,443,TCP,172
2025-10-18T15:35:32.275151,192.168.0.118,51.11.192.50,65300,443,TCP,1494
2025-10-18T15:35:32.276470,192.168.0.118,51.11.192.50,65300,443,TCP,1494
2025-10-18T15:35:32.277572,192.168.0.118,51.11.192.50,65300,443,TCP,1407
2025-10-18T15:35:32.377267,20.50.73.13,192.168.0.118,443,59270,TCP,66
2025-10-18T15:35:32.379533,192.168.0.118,20.50.73.13,59270,443,TCP,54
2025-10-18T15:35:32.380936,192.168.0.118,20.50.73.13,59270,443,TCP,571
2025-10-18T15:35:32.382187,51.11.192.50,192.168.0.118,443,65300,TCP,54
2025-10-18T15:35:32.383120,51.11.192.50,192.168.0.118,443,65300,TCP,153
2025-10-18T15:35:32.384059,192.168.0.118,51.11.192.50,65300,443,TCP,89
2025-10-18T15:35:32.503209,20.50.73.13,192.168.0.118,443,59270,TCP,153
2025-10-18T15:35:32.505309,192.168.0.118,20.50.73.13,59270,443,TCP,491
2025-10-18T15:35:32.532618,51.11.192.50,192.168.0.118,443,65300,TCP,54
2025-10-18T15:35:32.630044,20.50.73.13,192.168.0.118,443,59270,TCP,1506
2025-10-18T15:35:32.631730,20.50.73.13,192.168.0.118,443,59270,TCP,1506
2025-10-18T15:35:32.633121,20.50.73.13,192.168.0.118,443,59270,TCP,1506
2025-10-18T15:35:32.634203,20.50.73.13,192.168.0.118,443,59270,TCP,188
2025-10-18T15:35:32.635151,192.168.0.118,20.50.73.13,59270,443,TCP,54
2025-10-18T15:35:32.636187,192.168.0.118,20.50.73.13,59270,443,TCP,1494
2025-10-18T15:35:32.637621,192.168.0.118,20.50.73.13,59270,443,TCP,1494
2025-10-18T15:35:32.638665,192.168.0.118,20.50.73.13,59270,443,TCP,1494
2025-10-18T15:35:32.640003,192.168.0.118,20.50.73.13,59270,443,TCP,1494
2025-10-18T15:35:32.641279,192.168.0.118,20.50.73.13,59270,443,TCP,1494
2025-10-18T15:35:32.642547,192.168.0.118,20.50.73.13,59270,443,TCP,1494
2025-10-18T15:35:32.643579,192.168.0.118,20.50.73.13,59270,443,TCP,1494
2025-10-18T15:35:32.644462,192.168.0.118,20.50.73.13,59270,443,TCP,660
2025-10-18T15:35:32.755573,20.50.73.13,192.168.0.118,443,59270,TCP,157
2025-10-18T15:35:32.757163,20.50.73.13,192.168.0.118,443,59270,TCP,60
2025-10-18T15:35:32.758362,20.50.73.13,192.168.0.118,443,59270,TCP,60
2025-10-18T15:35:32.759277,20.50.73.13,192.168.0.118,443,59270,TCP,60
2025-10-18T15:35:32.760174,20.50.73.13,192.168.0.118,443,59270,TCP,60
2025-10-18T15:35:32.761362,20.50.73.13,192.168.0.118,443,59270,TCP,60
2025-10-18T15:35:32.762569,20.50.73.13,192.168.0.118,443,59270,TCP,519
2025-10-18T15:35:32.763661,192.168.0.118,20.50.73.13,59270,443,TCP,54
2025-10-18T15:35:32.764493,192.168.0.118,20.50.73.13,59270,443,TCP,78
2025-10-18T15:35:32.765273,192.168.0.118,20.50.73.13,59270,443,TCP,54
2025-10-18T15:35:32.882974,20.50.73.13,192.168.0.118,443,59270,TCP,54
2025-10-18T15:35:32.902651,192.168.0.1,224.0.0.252,5355,5355,UDP,86
2025-10-18T15:35:35.186374,142.250.187.74,192.168.0.118,443,52933,UDP,160
2025-10-18T15:35:35.245336,192.168.0.118,142.250.187.74,52933,443,UDP,75
2025-10-18T15:35:35.360901,192.168.0.1,239.255.255.250,55099,1900,UDP,436
2025-10-18T15:35:35.363189,192.168.0.1,239.255.255.250,55099,1900,UDP,508
2025-10-18T15:35:35.364832,192.168.0.1,239.255.255.250,55099,1900,UDP,445
2025-10-18T15:35:35.366181,192.168.0.1,239.255.255.250,55099,1900,UDP,504
2025-10-18T15:35:35.367260,192.168.0.1,239.255.255.250,55099,1900,UDP,445
2025-10-18T15:35:35.368266,192.168.0.1,239.255.255.250,55099,1900,UDP,484
2025-10-18T15:35:35.369361,192.168.0.1,239.255.255.250,55099,1900,UDP,445
2025-10-18T15:35:35.370332,192.168.0.1,239.255.255.250,55099,1900,UDP,498
2025-10-18T15:35:35.371295,192.168.0.1,239.255.255.250,55099,1900,UDP,500
2025-10-18T15:35:35.372241,192.168.0.1,239.255.255.250,55099,1900,UDP,516
2025-10-18T15:35:35.373507,192.168.0.1,239.255.255.250,55099,1900,UDP,500
2025-10-18T15:35:35.374638,192.168.0.1,239.255.255.250,55099,1900,UDP,500
2025-10-18T15:35:35.650054,20.191.166.67,192.168.0.118,443,57554,TCP,81
2025-10-18T15:35:35.667713,192.168.0.1,239.255.255.250,55099,1900,UDP,500
2025-10-18T15:35:35.669322,192.168.0.1,239.255.255.250,55099,1900,UDP,500
2025-10-18T15:35:35.671832,192.168.0.1,239.255.255.250,55099,1900,UDP,516
2025-10-18T15:35:35.672912,192.168.0.1,239.255.255.250,55099,1900,UDP,500
2025-10-18T15:35:35.674023,192.168.0.1,239.255.255.250,55099,1900,UDP,498
2025-10-18T15:35:35.674979,192.168.0.1,239.255.255.250,55099,1900,UDP,445
2025-10-18T15:35:35.676014,192.168.0.1,239.255.255.250,55099,1900,UDP,484
2025-10-18T15:35:35.677099,192.168.0.1,239.255.255.250,55099,1900,UDP,445
2025-10-18T15:35:35.678059,192.168.0.1,239.255.255.250,55099,1900,UDP,504
2025-10-18T15:35:35.679021,192.168.0.1,239.255.255.250,55099,1900,UDP,445
2025-10-18T15:35:35.679991,192.168.0.1,239.255.255.250,55099,1900,UDP,508
2025-10-18T15:35:35.681239,192.168.0.1,239.255.255.250,55099,1900,UDP,436
2025-10-18T15:35:35.697109,192.168.0.118,20.191.166.67,57554,443,TCP,54
2025-10-18T15:35:36.137307,192.168.0.118,140.82.113.26,65299,443,TCP,55
2025-10-18T15:35:36.334756,140.82.113.26,192.168.0.118,443,65299,TCP,66
2025-10-18T15:35:36.433728,192.168.0.118,20.191.166.67,57554,443,TCP,85
2025-10-18T15:35:36.595912,20.191.166.67,192.168.0.118,443,57554,TCP,54
2025-10-18T15:35:37.436554,192.168.0.118,40.126.53.6,57657,443,TCP,54
2025-10-18T15:35:37.438797,192.168.0.118,40.126.53.6,57656,443,TCP,54
2025-10-18T15:35:37.566918,40.126.53.6,192.168.0.118,443,57657,TCP,54
2025-10-18T15:35:37.568826,192.168.0.118,40.126.53.6,57657,443,TCP,54
2025-10-18T15:35:37.646485,40.126.53.6,192.168.0.118,443,57656,TCP,54
2025-10-18T15:35:37.648094,192.168.0.118,40.126.53.6,57656,443,TCP,54
2025-10-18T15:35:40.863148,192.168.0.1,192.168.0.118,34168,137,UDP,92
2025-10-18T15:35:40.864812,192.168.0.1,192.168.0.118,58711,5353,UDP,86
2025-10-18T15:35:40.866631,192.168.0.118,192.168.0.1,137,34168,UDP,199
2025-10-18T15:35:41.356089,192.168.0.118,51.11.192.50,65300,443,TCP,172
2025-10-18T15:35:41.357898,192.168.0.118,51.11.192.50,65300,443,TCP,1494
2025-10-18T15:35:41.359400,192.168.0.118,51.11.192.50,65300,443,TCP,1494
2025-10-18T15:35:41.360688,192.168.0.118,51.11.192.50,65300,443,TCP,1494
2025-10-18T15:35:41.361537,192.168.0.118,51.11.192.50,65300,443,TCP,486
2025-10-18T15:35:41.462980,51.11.192.50,192.168.0.118,443,65300,TCP,54
2025-10-18T15:35:41.464507,51.11.192.50,192.168.0.118,443,65300,TCP,54
2025-10-18T15:35:41.468050,51.11.192.50,192.168.0.118,443,65300,TCP,148
2025-10-18T15:35:41.469464,192.168.0.118,51.11.192.50,65300,443,TCP,89
2025-10-18T15:35:41.504812,192.168.0.1,224.0.0.252,5355,5355,UDP,86
2025-10-18T15:35:41.506797,192.168.0.118,192.168.0.1,5355,5355,UDP,133
2025-10-18T15:35:41.617412,192.168.0.118,40.79.141.153,57658,443,TCP,54
2025-10-18T15:35:41.626676,51.11.192.50,192.168.0.118,443,65300,TCP,54
2025-10-18T15:35:41.725168,40.79.141.153,192.168.0.118,443,57658,TCP,54
2025-10-18T15:35:41.726976,192.168.0.118,40.79.141.153,57658,443,TCP,54
2025-10-18T15:35:42.276546,192.168.0.118,20.191.166.67,57554,443,TCP,82
2025-10-18T15:35:42.439232,20.191.166.67,192.168.0.118,443,57554,TCP,54
2025-10-18T15:35:42.825514,192.168.0.118,192.168.0.1,52423,53,UDP,92
2025-10-18T15:35:42.836257,192.168.0.1,192.168.0.118,53,52423,UDP,212
2025-10-18T15:35:42.837471,192.168.0.118,20.189.173.26,59272,443,TCP,66
2025-10-18T15:35:43.018478,104.18.39.21,192.168.0.118,443,53765,TCP,78
2025-10-18T15:35:43.020088,192.168.0.118,104.18.39.21,53765,443,TCP,82
2025-10-18T15:35:43.028876,104.18.39.21,192.168.0.118,443,53765,TCP,54
2025-10-18T15:35:43.082110,20.189.173.26,192.168.0.118,443,59272,TCP,66
2025-10-18T15:35:43.083683,192.168.0.118,20.189.173.26,59272,443,TCP,54
2025-10-18T15:35:43.084948,192.168.0.118,20.189.173.26,59272,443,TCP,571
2025-10-18T15:35:43.328363,20.189.173.26,192.168.0.118,443,59272,TCP,153
2025-10-18T15:35:43.330359,192.168.0.118,20.189.173.26,59272,443,TCP,491
2025-10-18T15:35:43.577291,20.189.173.26,192.168.0.118,443,59272,TCP,1506
2025-10-18T15:35:43.579189,20.189.173.26,192.168.0.118,443,59272,TCP,1506
2025-10-18T15:35:43.580516,20.189.173.26,192.168.0.118,443,59272,TCP,1506
2025-10-18T15:35:43.581785,20.189.173.26,192.168.0.118,443,59272,TCP,190
2025-10-18T15:35:43.582972,192.168.0.118,20.189.173.26,59272,443,TCP,54
2025-10-18T15:35:43.584246,192.168.0.118,20.189.173.26,59272,443,TCP,1494
2025-10-18T15:35:43.585532,192.168.0.118,20.189.173.26,59272,443,TCP,701
2025-10-18T15:35:43.823000,20.189.173.26,192.168.0.118,443,59272,TCP,157
2025-10-18T15:35:43.824790,20.189.173.26,192.168.0.118,443,59272,TCP,519
2025-10-18T15:35:43.825903,192.168.0.118,20.189.173.26,59272,443,TCP,54
2025-10-18T15:35:43.827016,192.168.0.118,20.189.173.26,59272,443,TCP,78
2025-10-18T15:35:43.828018,192.168.0.118,20.189.173.26,59272,443,TCP,54
2025-10-18T15:35:44.068340,20.189.173.26,192.168.0.118,443,59272,TCP,54
2025-10-18T15:35:50.195937,192.168.0.118,142.250.187.74,52933,443,UDP,71
2025-10-18T15:35:50.207460,142.250.187.74,192.168.0.118,443,52933,UDP,67
2025-10-18T15:35:50.682838,20.191.166.67,192.168.0.118,443,57554,TCP,81
2025-10-18T15:35:50.737261,192.168.0.118,20.191.166.67,57554,443,TCP,54
2025-10-18T15:35:50.925509,140.82.113.26,192.168.0.118,443,65299,TCP,79
2025-10-18T15:35:50.926998,192.168.0.118,140.82.113.26,65299,443,TCP,83
2025-10-18T15:35:51.127414,140.82.113.26,192.168.0.118,443,65299,TCP,54
2025-10-18T15:35:51.438771,192.168.0.118,20.191.166.67,57554,443,TCP,85
2025-10-18T15:35:51.540059,192.168.0.1,224.0.0.252,5355,5355,UDP,86
2025-10-18T15:35:51.600243,20.191.166.67,192.168.0.118,443,57554,TCP,54
2025-10-18T15:35:55.257349,142.250.187.74,192.168.0.118,443,52933,UDP,160
2025-10-18T15:35:55.267948,192.168.0.118,142.250.187.74,52933,443,UDP,75
2025-10-18T15:35:57.192798,192.168.0.118,104.18.39.21,53765,443,TCP,145
2025-10-18T15:35:57.202645,104.18.39.21,192.168.0.118,443,53765,TCP,54
2025-10-18T15:35:57.307345,104.18.39.21,192.168.0.118,443,53765,TCP,139
2025-10-18T15:35:57.359619,192.168.0.118,104.18.39.21,53765,443,TCP,54
2025-10-18T15:36:00.067166,192.168.0.118,192.168.0.1,65355,53,UDP,108
2025-10-18T15:36:00.077178,192.168.0.1,192.168.0.118,53,65355,UDP,193
2025-10-18T15:36:00.078894,192.168.0.118,52.105.167.39,59273,443,TCP,66
2025-10-18T15:36:00.193805,52.105.167.39,192.168.0.118,443,59273,TCP,66
2025-10-18T15:36:00.195408,192.168.0.118,52.105.167.39,59273,443,TCP,54
2025-10-18T15:36:00.196599,192.168.0.118,52.105.167.39,59273,443,TCP,534
2025-10-18T15:36:00.315670,52.105.167.39,192.168.0.118,443,59273,TCP,1506
2025-10-18T15:36:00.319251,52.105.167.39,192.168.0.118,443,59273,TCP,1506
2025-10-18T15:36:00.320674,52.105.167.39,192.168.0.118,443,59273,TCP,1506
2025-10-18T15:36:00.321865,52.105.167.39,192.168.0.118,443,59273,TCP,1506
2025-10-18T15:36:00.323203,52.105.167.39,192.168.0.118,443,59273,TCP,316
2025-10-18T15:36:00.324527,192.168.0.118,52.105.167.39,59273,443,TCP,54
2025-10-18T15:36:00.325859,192.168.0.118,52.105.167.39,59273,443,TCP,134
2025-10-18T15:36:00.327135,192.168.0.118,52.105.167.39,59273,443,TCP,1506
2025-10-18T15:36:00.328162,192.168.0.118,52.105.167.39,59273,443,TCP,1332
2025-10-18T15:36:00.436611,52.105.167.39,192.168.0.118,443,59273,TCP,157
2025-10-18T15:36:00.438223,52.105.167.39,192.168.0.118,443,59273,TCP,60
2025-10-18T15:36:00.439602,192.168.0.118,52.105.167.39,59273,443,TCP,54
2025-10-18T15:36:00.503388,52.105.167.39,192.168.0.118,443,59273,TCP,1506
2025-10-18T15:36:00.505305,52.105.167.39,192.168.0.118,443,59273,TCP,1506
2025-10-18T15:36:00.506520,52.105.167.39,192.168.0.118,443,59273,TCP,1506
2025-10-18T15:36:00.507777,52.105.167.39,192.168.0.118,443,59273,TCP,596
2025-10-18T15:36:00.508892,192.168.0.118,52.105.167.39,59273,443,TCP,54
2025-10-18T15:36:00.552371,192.168.0.118,52.105.167.39,59273,443,TCP,1506
2025-10-18T15:36:00.554504,192.168.0.118,52.105.167.39,59273,443,TCP,1311
2025-10-18T15:36:00.668280,52.105.167.39,192.168.0.118,443,59273,TCP,60
2025-10-18T15:36:00.669802,52.105.167.39,192.168.0.118,443,59273,TCP,54
2025-10-18T15:36:00.709124,52.105.167.39,192.168.0.118,443,59273,TCP,1506
2025-10-18T15:36:00.711005,52.105.167.39,192.168.0.118,443,59273,TCP,688
2025-10-18T15:36:00.712748,192.168.0.118,52.105.167.39,59273,443,TCP,54
2025-10-18T15:36:01.732277,192.168.0.118,192.168.0.1,61212,53,TCP,66
2025-10-18T15:36:01.734114,192.168.0.118,192.168.0.1,50616,53,TCP,66
2025-10-18T15:36:01.735521,192.168.0.118,104.18.32.47,54021,443,TCP,1454
2025-10-18T15:36:01.737003,192.168.0.118,104.18.32.47,54021,443,TCP,1454
2025-10-18T15:36:01.738332,192.168.0.118,104.18.32.47,54021,443,TCP,1454
2025-10-18T15:36:01.739666,192.168.0.118,104.18.32.47,54021,443,TCP,1454
2025-10-18T15:36:01.741330,192.168.0.118,104.18.32.47,54021,443,TCP,1426
2025-10-18T15:36:01.742791,192.168.0.118,104.18.32.47,54021,443,TCP,93
2025-10-18T15:36:01.744448,192.168.0.118,104.18.32.47,54021,443,TCP,325
2025-10-18T15:36:01.745706,192.168.0.1,192.168.0.118,53,61212,TCP,66
2025-10-18T15:36:01.747196,192.168.0.1,192.168.0.118,53,50616,TCP,66
2025-10-18T15:36:01.748573,192.168.0.118,192.168.0.1,61212,53,TCP,54
2025-10-18T15:36:01.749915,192.168.0.118,192.168.0.1,50616,53,TCP,54
2025-10-18T15:36:01.751203,192.168.0.118,192.168.0.1,50616,53,TCP,56
